data,label
"TEST Pension Scheme ref. ZZ123123Z/TST12345678 Good morning, I have been advised that this is the new email address I need to send my request to. Look forward to your reply. ABC XYZ TEST Pension Scheme ref. ZZ123123Z/TST12345678 Good morning, I am writing in relation to my Test Pension and my details are as follows: . ABC XYZ 10 Test Road, Test Street, AA12 123 Date of birth 01/01/1400 Phone number +91 012345678 As I am approaching my 60th birthday, I am considering taking this pension and would be interested in receiving an up to date statement from you, including transfer value and an estimate of what I could expect to receive if I took a 25% lump sum payment tax free and the rest as an annuity. The last statement I received from you was in March 2016. I look forward to your response. Thanking you.",Transfers
"Test Pension Scheme Reference TST12345678 Dear Sir/Madam, ABC NI: ZZ123123Z 10 Test Road, Test Street, AA12 123 Thank you for your email. Would you kindly provide me with a list of ""Funds"" that my Test Pension Scheme are held in and the % that is held within each fund. Please email or by post to my address. Yours faithfully, ABC +91 012345678 abc.xyz@testmail.com Forwarded message Test Pension Scheme Reference TST12345678 To: abc.xyz@testmail.com Dear ABC Test Pension Scheme Thank you for your email regarding the Test Pension Scheme. I have checked our records and can confirm that the correspondence was issued to DEF Ltd on 29th October 2020, Please note that you will receive it shortly. If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com Test Pension Scheme Reference TST12345678 Dear Sir/Madam, Test Pension Scheme ABC Reference: TST12345678 National Insurance Number: I refer to your letter dated 28th October 2020, a copy of which is attached for your reference and to my telephone conversation with Test Pensions today. I can confirm that I have given DEF Ltd. my full authority to act on my behalf regarding all matters relating to my Test Pension Scheme. Would you please provide them with a transfer value statement as requested by them and any other information that they may request regarding my pension. Yours faithfully, ABC 10 Test Road, Test Street, AA12 123",Transfers
"Test pension transfer Hi, I am now almost 9 months into trying to obtain a cetv from yourselves. I accept that progress could not be made until I personally stopped paying into the Test pension fund. This happened on the 25th September as you probably know. I have spoken to yourselves on multiple occasions regarding obtaining my cetv before the EFG deadline which has now come and gone. I am now not even able to speak with anyone because your system cancels the call when I chose option 1 (the ongoing option). So I am requesting in writing that you please respond to this email and answer my concerns either through email or phone call on +91 012345678 Test pension transfer Hello, I have tried contacting you through the number given below, but because I need extension 1 (an ongoing issue) your system hangs up on me. This is extremely frustrating because this is an urgent matter and has been going on since before the pandemic stated. We are now getting on for 6 months into my request to DEF through the XYZ to get my cetv and transfer out of the Test fund. I would request once again that you treat this as a matter of urgency.",Transfers
"Test Pensions letter of authority ABC Good morning Test Pension Scheme Reference: TST12345678 Member Name: ABC Thank you for your letter of 3 November, please find attached a new signed letter of authority from ABC. Can you please let me know if you are able to provide the information requested in my previous email. Test Pensions letter of authority ABC Hi Test IFA Pls find attached scanned authorisation letter.",Transfers
"TEST Pension Plan ABC Hi Test Pensions, My request was sent a week ago – can you give me a progress update? TEST Pension Plan ABC Dear Test Pension Test Pension Plan Thank you for your email regarding the Test Pension Plan. Your request for transfer out has been logged and you will receive a written response from our administration department within 5 10 working days. If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 9.00 am and 5.00 pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com <mailto:%20test.pensions@pensions.com%20 . TEST Pension Plan ABC Hi, Member’s full name: ABC Member’s NI number: Scheme name: TEST Pension Scheme Scheme reference: Please find attached the following documents in respect of the above member: Your transfer request and discharge form signed by ABC Our advice confirmation letter sent to ABC I have sent the ‘receiving scheme warranty’ form to DEF and have asked them to send the completed form directly to you. If there are any further documents you require to complete the transfer, please let me know. Best regards, TEST IFA",Transfers
"TEST PENSIONS PLAN Reference number: TST12345678 TEST PENSIONS, Can I have an update on my enquiry please I last emailed you on 4/11/20, I have confirmed that TEST payroll have forwarded my opt out confirmation again (4/11/20) by email. I keep getting the standard reply that my enquiry has been forwarded to customer services, and then I don’t hear anything. This has been an ongoing request that seems to be taking a great deal of time, even with the effects of COVID. TEST payroll sent my pension opt out confirmation to TEST/TEST pensions on November 4th 2020 TEST have completed and submitted all the required forms as required by the TEST, approved and signed by myself. I am waiting for TEST to forward my guaranteed CETV to TEST Can I ask that my request to release the Guaranteed CETV is reviewed and expedite the release with some urgency Can you give me a notion of the time frame that is required to get the CETV released to TEST as I have requested . TEST PENSIONS PLAN Dear ABC TEST Pension Plan Thank you for your email regarding the TEST Pension Plan. I can confirm I have forwarded your email to our administration department and they will be in contact shortly. If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 9.00 am and 5.00 pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com TEST PENSIONS PLAN TEST PENSIONS, TEST PENSIONS PLAN Morning, Your forms and request will be processed for September payroll TEST PENSIONS PLAN Please find attached : 1. Completed TEST Defined Benefit Pension Scheme request 2. Completed TEST Defined Contribution Pension (DEF) enrolment form. Could you expedite the requests as per the forms attached .",Transfers
"TEST Retirement and Death Benefits Plan ABCD Good morning I am following up again on the outstanding queries for this member, would you please respond as soon as possible TEST Retirement and Death Benefits Plan ABCD Dear TEST IFA TEST Retirement and Death Benefits Plan Thank you for your email regarding the TEST Retirement and Death Benefits Plan. Please accept our sincerest apologies for the delay, we will review the current position of your case and ensure that it is dealt with promptly. If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com<mailto:test.pensions@pensions.com TEST Retirement and Death Benefits Plan ABCD Good morning I am just following up on the outstanding queries below, please let me know as soon as possible if you require any additional information TEST Retirement and Death Benefits Plan ABCD Dear TEST IFA TEST Retirement and Death Benefits Plan Thank you for your email regarding the TEST Retirement and Death Benefits Plan. Your request has been logged and you will receive a written response from our administration department within 10 15 working days. If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com TEST Retirement and Death Benefits Plan ABCD Good afternoon Please find attached the LOA for this member, the member’s National Insurance No. will open the document TEST Retirement and Death Benefits Plan ABCD Dear TEST IFA TEST Retirement and Death Benefits Plan Thank you for your email regarding the TEST Retirement and Death Benefits Plan. I can confirm that I have checked our records and we do not hold a valid Letter of Authority on file allowing us to release information to yourself. In order for us to provide any information, could you please arrange for the Letter of Authority to be sent via email which will allow us to process your request. Please note that the Letter of Authority must be signed by the member within the last 12 months, and confirm the Full IFA Company Name and Address . If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com TEST Retirement and Death Benefits Plan ABCD Good morning Please find attached the additional member details you require, the password is the member’s National Insurance Number as supplied in my previous email TEST Retirement and Death Benefits Plan ABCD Good morning We are currently working on producing a TEST for the above member as part of our advice process, please can you respond to the following query from CTC to enable us to complete the report? 1. Please confirm that the pension amounts shown in Columns R onwards are at date of leaving (24/2/99). If not, please advise. The members National Insurance No. xxxxxxxxx, additional member information you require to follow in a password protected document.",Transfers
"Test Salaried Contributory Pension Fund ABC XYZ Good morning, Do you have an update on the below please? Test Salaried Contributory Pension Fund ABC XYZ Good morning, Thank you for confirming the below. Do you have any timescale for when the leaver notification will be processed, and when we/the client can expect to receive the transfer pack? Test Salaried Contributory Pension Fund ABC XYZ This Message originated outside your organization. Dear Test IFA Test Salaried Contributory Pension Fund Thank you for your email regarding the Test Salaried Contributory Pension Fund. Please accept our sincerest apologies for the delay in responding to you. Please note that we have received member’s leaver notification, which is under review. Once this process is complete we will provide you with the requested transfer pack. Please be advised that as member is an still active employee of the Test Motor Company, all requests for retirement figures must be made through your HR representative. Please contact HR department for further information. If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com. Test Salaried Contributory Pension Fund ABC XYZ Dear Sir/Madam, I attach a signed letter of authority Password Protected with the Member’s DOB: DD/MM/YYYY I would ask you to supply a scheme benefit leaver’s statement together with confirmation of the following: Current Transfer Value – Very Important Immediate Retirement Quote and Quote at Normal Retirement Age – Very Important GMP/PRE and POST 97 Benefits Breakdowns and Amounts inc S9 (2B) Does GMP Franking Apply Total Pension at A Day Revaluation and Escalation rates of the scheme Very Important Please Specify RPI/CPI etc Plus Min and Max Levels Service Dates and Salary levels at Date of Leaving Confirmation of TaxFree Cash Details of the Commutation Factor for TaxFree Cash Widows and LumpSum Death Benefits Guarantee Period in Years Whether any in house AVC is included and is so whether the easement introduced by ‘A’ Day on 6th April 2006, a higher proportion than 25% of the TFC may be commuted (depending on main scheme benefits) Details of early and late retirement factors Age at Which Member is Entitled to an Unreduced Pension Commutation Factor Applicable for Early Retirement –If Pre A Day Max TFC Is There a Money Purchase Underpin? Is the Scheme Contracted Out Scheme Funding Status Overall Funding Position % Scheme Open or Closed. If Closed Please Specify Date Transfer Forms If you have any questions concerning the above, please do not hesitate to call me on the number at the bottom of this letter. Sincerely, Test IFA Adviser Support Test IFA 10 Test Road, Test Street, AA12 123 Tel: +91 012345678 Email: test.ifa@fincorp.com",Transfers
"Test Salaried Contributory Pension Fund XYZ Good afternoon, Can you please confirm the case is now in the implementation period and advise when this is due to complete. Test Salaried Contributory Pension Fund XYZ Dear Team Test Salaried Contributory Pension Fund Thank you for your email regarding the Test Salaried Contributory Pension Fund. Please accept our apologies for the delay in responding to you. Please note I have checked our records and I can confirm that your request is with our administration team and is being processed. You will hear from us shortly If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com Test Salaried Contributory Pension Fund XYZ Good afternoon, Can you please provide an urgent update on the pension sharing order transfer. We have tried to call but you are currently not taking phone calls and we are yet to receive a response to our emails. Please advise if you have any queries. Test Salaried Contributory Pension Fund XYZ Good Afternoon, Please could you advise that you have now received everything you require to proceed and process the transfer. Test Salaried Contributory Pension Fund XYZ Good afternoon, Following your letter, please see attached receiving scheme agreement. Please advise if you require any further information to be able to process the transfer. Test Salaried Contributory Pension Fund XYZ Dear Test IFA Test Salaried Contributory Pension Fund Thank you for your email regarding the Test Salaried Contributory Pension Fund. I can confirm that I have forwarded your query to the administration team; once a response has been received we will be in touch accordingly. If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com Test Salaried Contributory Pension Fund XYZ Good afternoon, Can you please provide an update on the clients transfer? We are yet to receive a response via email and you are not currently taking phone calls. Please advise if you have any queries. Test Salaried Contributory Pension Fund XYZ Dear TEST IFA TEST Salaried Contributory Pension Fund Thank you for your email regarding the TEST Salaried Contributory Pension Fund. I can confirm I have forwarded your email to our administration department and they will be in contact shortly if any further information is required. If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com Test Salaried Contributory Pension Fund XYZ Good afternoon, Can you please provide an update on the clients transfer and advise if you now have everything to proceed. Test Salaried Contributory Pension Fund XYZ Dear TEST IFA TEST Salaried Contributory Pension Fund Thank you for your email regarding the TEST Salaried Contributory Pension Fund. I have checked our records and can confirm that the correspondence was issued to member on 13th August 2020. Please note that member will receive it shortly. If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com. Test Salaried Contributory Pension Fund XYZ Good morning, Please could you provide a rough timescale we can expect to hear from you with an update on this one? Test Salaried Contributory Pension Fund XYZ Dear TEST IFA TEST Salaried Contributory Pension Fund Thank you for your email regarding the TEST Salaried Contributory Pension Fund. Please accept our apologies for the delay in responding to you. I can confirm I have forwarded your email to our administration department and they will be in contact shortly.. If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com Did you know that member’s can access and manage their pension online by logging into their TEST account? Test Salaried Contributory Pension Fund XYZ Good afternoon, The transfer is in relation to a pension sharing order, Can you please advise when we can expect to receive the funds. Your clients details are: XYZ Test Salaried Contributory Pension Fund XYZ Dear TEST IFA TEST Pension Fund Thank you for your email regarding the TEST Pension Fund. Please accept our apologies for the delay in responding to you. To enable us to answer your enquiry, please could you provide the member's full address, date of birth and National Insurance number for data verification purposes? If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com ABCD XYZ TST12345678 Good afternoon, We are processing a transfer for the above client as part of a pension sharing order. Can you please confirm you have received the transfer documents and advise if the case is now being processed.",Transfers
"Test transfer ABC Hi Test Pensions Test transfer ABC Dear Test IFA, Please find below the original email with attachments. Apologies that you did not receive this initially, it appears the email address was incomplete. Please do not hesitate to contact us should you have any queries. Test transfer ABC Good afternoon Please find attached the transfer pack for ABC. The documents are password protected using the members National Insurance number.",Transfers
"Thank you for your email to test.pensions@pensions.com Hello, I was hoping you would be able to give me a little help regarding a pension which I previously had prior to starting TEST. I have 7 years of pension with Travel DEF and was hoping I would be able to transfer it into my current pension, if this is possible how do I arrange it? ABC XYZ 10 Test Road, Test Street, AA12 123 DOB: 01/01/1400 NI: ZZ123123Z Payroll Number: TST12345678 Thank you for your email to test.pensions@pensions.com Thank you for your email to test.pensions@pensions.com<mailto:test.pensions@pensions.com. Depending upon the nature of your request, we will issue a full written response to your home address or respond directly to this email address. We can deal with your request if you have provided your full address, date of birth and National Insurance number / payroll reference number. Please resend your original email including this information if this was not included. This information ensures that we identify and respond to the correct person in accordance with Data Protection Act Regulations. If you do not wish to provide this information via email, please telephone or write to TEST including the identification details. Please note If you are contacting us on behalf of a member we also require this information in respect of them. If you have any queries please contact a member of our team on +91 012345678between 8:30am and 5:30pm, Monday to Friday, excluding Bank Holidays. All calls are recorded for training and monitoring purposes.",Transfers
"Transfer Request – ABC XYZ our ref 0124 your ref TST12345678 Good afternoon, The attached Transfer Request was sent to you on 27/10. Could you please acknowledge receipt and advise of a timescale to process our request?",Transfers
": CETV Value Request ABC XYZ Fin 123456 To : Pensions team Are you able to provide an update on this request from ABC : CETV Value Request ABC XYZ Fin 123456 Hello I wonder if you could help I have still not received any information regarding my pension transfer value, please would you be able to assist me, regarding the process of this, it is over 3 months and I was of the understanding it would be completed in 3 months.",Transfers
": ABC TST12345678 signed transfer documents, certified proof of address/identity and financial advice declaration CETV Guarantee Date October 23, 2020 Dear Sirs: . ABC’s signed transfer documents, proof of address/identity and confirmation of advice were emailed to the Ford administrators on October 23 and I received an automated confirmation reply shortly thereafter(both emails are below). To that end, please honor this valuation and proceed with the transfer. Thank you for your help with this matter. Appreciatively yours, DEF. 10 Test Road, Test Street, AA12 123 Phone (Direct) +91 012345678 Forwarded message : ABC TST12345678 signed transfer documents, certified proof of address/identity and financial advice declaration CETV Guarantee Date October 23, 2020 To: test.ifa@fincorp.com Dear DEF, I am emailing you with regards to ABC’s proposed transfer. After reviewing the paperwork received, we have noted that the our receiving scheme warranty form was signed, dated and received after the guarantee date of the 23/10/2020. Unfortunately, as our requirements were not met before the guarantee date, we are unable to proceed with the transfer. We are required to recalculate ABC’s CETV if the he still wishes to transfer his benefits. As member’s of the Fund are entitled to one CETV in a twelve month period, a recalculation fee is £420.00 (incl. vat) is payable. Payment can be made to the following account: Account: Test Benefits Account No: 12345678 Sort Code: 000000 Reference: ‘member’s name and national insurance number’ Please let us know when payment has been made either by letter, email of telephone call. If you have queries regarding this email, please do not hesitate to contact us. : ABC TST12345678 signed transfer documents, certified proof of address/identity and financial advice declaration CETV Guarantee Date October 23, 2020 Dear DEF Ford Salaried Contributory Pension Fund Thank you for your email regarding the Ford Salaried Contributory Pension Fund. Please accept our apologies for the delay in responding to you. I can confirm I have forwarded your email to our administration department and they will be in contact shortly if any further information is required. If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively email us at test.pensions@pensions.com : ABC TST12345678 signed transfer documents, certified proof of address/identity and financial advice declaration CETV Guarantee Date October 23, 2020 Thank you for your email to the Test Pension Should you have any queries in the meantime, please contact our member helpline on +91 012345678. Please note this is an automated response. Postal address: 10 Test Road, Test Street, AA12 123 : ABC TST12345678 signed transfer documents, certified proof of address/identity and financial advice declaration CETV Guarantee Date October 23, 2020 Dear Sirs: Please accept the attached scans of . ABC tranfer documents, financial advice declaration and certifed proof of address and identity, contingent that the originals are to follow shortly. Thank you for your help with this matter. Appreciatively yours, DEF Senior Investment Advisor Test IFA 10 Test Road, Test Street, AA12 123 Phone (Direct) +91 012345678",Transfers
"CETV GUARANTEE DATE ENDING ABCD Good morning, Please find attached a Letter of Authority and request for information for our client ABCD ZZ123123Z The password to access the document is the clients DOB in the format XX/XX/XXXX Please send us a copy of the most recent CETV and transfer out paperwork ASAP. The guarantee end date is December and the client is considering transferring out. The clients postcode is AA12 123 If you have any queries, do not hesitate to contact me.",Transfers
"CETV GUARANTEE DATE ENDING DEF Good morning, Please find attached a Letter of Authority and request for information for our client DEF ZZ123123Z The password to access the document is the clients DOB in the format XX/XX/XXXX Please send us a copy of the most recent CETV and transfer out paperwork ASAP. The guarantee end date is December and the client is considering transferring out. The clients postcode is AA12 123 If you have any queries, do not hesitate to contact me.",Transfers
"pension transfer request Good afternoon, I worked for Test Pension Fundas a Data Scientist from January 2018 September 2019. I am now working for a university and would like to transfer my Sainsbury's Argos pension into my Teachers pension. I have a form that has a section that needs to be completed by someone from Test Pension Scheme. It would be best done by hand (so printed out) but could be done electronically if necessary. I would be very grateful if you could complete part C on the attached form and return to me by the end of this week.",Transfers
"ABC XYZ LOA Hi Team, Please see below query and reply accordingly. Thank You DEF Agent Customer Support Centre 10 Test Road, Test Street, AA12 123 +91 012345678 ABC XYZ LOA Dear Test Pensions, Please find enclosed a Letter of Authority from the above client appointing DEF Management Ltd to receive policy information. The password will follow under separate cover. Please provide your standard transfer out pack including cash equivalent transfer value and full Scheme Information. Please ensure this includes all the information we will require to understand and project the member’s benefits and advise the member on all the options available. As a guide, the information you provide should cover all the items identified as required by the Pensions Administration Standards Association in their agreed PASA templates below: Scheme Information template<https://www.pasauk.com/wpcontent/uploads/2019/10/SchemeTemplateFINAL.pdf Member Information template<https://www.pasauk.com/wpcontent/uploads/2019/10/TransferTemplateMemberInfoFINAL.pdf Where the member is eligible to take benefits, please provide an immediate retirement quote. Very Important Information required: Please confirm the accrual tranches within the pension and their subsequent revaluation and escalation rates What are the clients options with respect to late retirement What are the commutation factors from normal retirement age onwards What are the late retirement factors from NRA onwards Does the client have any GMP In addition, please provide me with the following information relating to policies at your earliest convenience: 1. Policy Type 2. Commencement Date 3. Contribution history since inception 4. Inclusion of Waiver of Premium 5. Plan Status 6. Current Value and breakdown of value between funds. 7. Current fund (s) choice (please quote MEX/SEDOL/ISIN number for each fund attaching to the plan 8. If the policy can offer adviser charging 9. If the policy can offer UFPLS 10. If the policy can offer Flexible Access Drawdown 11. Pension input periods on the policy 12. If with profits funds, please enclose full details, including the current asset allocation of the fund and the last 5 years bonus declaration history 13. Details of other funds available to invest in and relevant codes. 14. Transfer Value. Please advise any transfer penalties applicable and reason for any penalty 15. Any former Protected Rights funds 16. Pension Commencement Lump sum amount 17. Any guarantees associated to the plan, e.g. guaranteed annuity rates, bonus rates, guaranteed fund at Scheme Retirement Date (SRD) etc. 18. If With Profits please confirm if any With Profits ‘Spot Guarantees’ apply, and when? 19. Scheme Retirement Date (SRD) of the plan 20. Illustration of projected value at SRD/Age xx 21. A paid up illustration at SRD/Age xx. If regular premiums are still being paid, please supply a quote to SRD/Age xx (assuming the premiums continue). 22. The death benefits should the member die before SRD and any nominated beneficiaries 23. Charges & Allocation rates on the plan 24. Any protected tax free cash at A Day · If yes please send paperwork to quantify this · Also, please confirm fund value at A Day and tax free cash at A day 25. Premium and Sum assured of any associated Pension Term Assurance Value as at ADay 26. Is there a pension sharing order or attachment to the benefits? If plan is a SIPP with a Capped Drawdown arrangement : 27. Maximum Income available 28. Review date(s) 29. Any remaining PCLS entitlement 30. Income currently being taken 31. Fee schedule relating to SIPP If member has taken benefits : 32. Please confirm the value (£) of the crystallised and uncrystallised portions 33. Please also confirm the percentage of the lifetime allowance that has been crystallised within this scheme Please send any necessary Transfer Out Paper work and ID requirements to be completed. I look forward to hearing from you, however if you have any queries please let me know as soon as possible. Yours faithfully, Test IFA",Transfers
"XYZ TST12345678 CETV Forms Good afternoon Sir or Madam, ABC XYZ TST12345678 01/01/1400 ZZ123123Z Please find attached a copy of the forms which were sent 1st class RM Signed For today to your DEF address. The receiving scheme warrantee form has been relayed to UVW, who will in turn send it on to yourselves. Please can you confirm as soon as possible that you have what you need in order to secure the transfer value. This is an urgent request owing to the expiry date of the CETV being 30th November. Confirmation can be sent to my email or via the communication methods listed below. If you have any questions or queries please can you contact me.",Transfers
"XYZ LOA Hi Team, Please see below query and reply accordingly. Thank You DEF Agent Customer Support Centre 10 Test Road, Test Street, AA12 123 +91 012345678 XYZ LOA Dear Test Pensions, Password to access the LOA is: AAAAAAAA XYZ LOA Dear Test Pensions, Please find enclosed a Letter of Authority from the above client appointing Creative Benefits Wealth Management Ltd to receive policy information. The password will follow under separate cover. Please provide your standard transfer out pack including cash equivalent transfer value and full Scheme Information. Please ensure this includes all the information we will require to understand and project the member’s benefits and advise the member on all the options available. As a guide, the information you provide should cover all the items identified as required by the Pensions Administration Standards Association in their agreed PASA templates below: Scheme Information template<https://www.pasauk.com/wpcontent/uploads/2019/10/SchemeTemplateFINAL.pdf Member Information template<https://www.pasauk.com/wpcontent/uploads/2019/10/TransferTemplateMemberInfoFINAL.pdf Where the member is eligible to take benefits, please provide an immediate retirement quote. Very Important Information required: Please confirm the accrual tranches within the pension and their subsequent revaluation and escalation rates What are the clients options with respect to late retirement What are the commutation factors from normal retirement age onwards What are the late retirement factors from NRA onwards Does the client have any GMP In addition, please provide me with the following information relating to policies at your earliest convenience: 1. Policy Type 2. Commencement Date 3. Contribution history since inception 4. Inclusion of Waiver of Premium 5. Plan Status 6. Current Value and breakdown of value between funds. 7. Current fund (s) choice (please quote MEX/SEDOL/ISIN number for each fund attaching to the plan 8. If the policy can offer adviser charging 9. If the policy can offer UFPLS 10. If the policy can offer Flexible Access Drawdown 11. Pension input periods on the policy 12. If with profits funds, please enclose full details, including the current asset allocation of the fund and the last 5 years bonus declaration history 13. Details of other funds available to invest in and relevant codes. 14. Transfer Value. Please advise any transfer penalties applicable and reason for any penalty 15. Any former Protected Rights funds 16. Pension Commencement Lump sum amount 17. Any guarantees associated to the plan, e.g. guaranteed annuity rates, bonus rates, guaranteed fund at Scheme Retirement Date (SRD) etc. 18. If With Profits please confirm if any With Profits ‘Spot Guarantees’ apply, and when? 19. Scheme Retirement Date (SRD) of the plan 20. Illustration of projected value at SRD/Age xx 21. A paid up illustration at SRD/Age xx. If regular premiums are still being paid, please supply a quote to SRD/Age xx (assuming the premiums continue). 22. The death benefits should the member die before SRD and any nominated beneficiaries 23. Charges & Allocation rates on the plan 24. Any protected tax free cash at A Day · If yes please send paperwork to quantify this · Also, please confirm fund value at A Day and tax free cash at A day 25. Premium and Sum assured of any associated Pension Term Assurance Value as at ADay 26. Is there a pension sharing order or attachment to the benefits? If plan is a SIPP with a Capped Drawdown arrangement : 27. Maximum Income available 28. Review date(s) 29. Any remaining PCLS entitlement 30. Income currently being taken 31. Fee schedule relating to SIPP If member has taken benefits : 32. Please confirm the value (£) of the crystallised and uncrystallised portions 33. Please also confirm the percentage of the lifetime allowance that has been crystallised within this scheme Please send any necessary Transfer Out Paper work and ID requirements to be completed. I look forward to hearing from you, however if you have any queries please let me know as soon as possible. Yours faithfully, Test IFA",Transfers
"ABC TST12345678 Termination : PLEASE IGNORE PREVIOUS EMAIL Team, Please ignore previous email as below, employee will be leaving on 181220 as previously requested. Test Fund ABC TST12345678 Termination Hi, ABC XYZ Fin: TST12345678 has signed to leave the business on the 18th December 2020 – the documentation was sent two weeks ago. He will now be leaving on 4th December due to a change in personal circumstances. Can you please let me know if there is anything I need to amend.",retirements
"ABC TST12345678 ZZ123123Z 01/01/1400 Good morning, I’m concerned that I am yet to have a response to my below request. Please provide the answers to our queries urgently and by email if possible. ABC TST12345678 ZZ123123Z 01/01/1400 Good afternoon Please find attached a letter of authority duly signed by our mutual client which should enable you to release information for this policy. Therefore, please kindly provide me with the following information in writing; Dates & Salary Date of Joining and Leaving the Scheme Member’s Final Pensionable Salary Has the GMP been equalised Are partial transfers allowed i.e. can the GMP remain and post 97 rights be transferred Funding statement (if relevant) is late retirement allowed, if so to what age and late retirement factors please. Pension Benefits – At Date of Leaving Scheme GMP Benefits; showing any Pre/Post ’88 splits. The rates of revaluation in deferment and escalation in payment Excess benefits; showing any Pre/Post ‘85 or ’97 splits. The rates of revaluation in deferment and escalation in payment List of any discretionary increases applied to pension either in deferment/payment during last 5yrs Breakdown of any transferredin benefits; are the benefits treated the same as the main scheme benefits, if not, please highlight any differences. Is there a fixed pension at NRA of service credit if No GMP contained? Does the member have any AVCs? If so how what is the current value? Do they have to be transferred with the main scheme benefits? What funds are they invested in? Can the member switch into different funds? Early Retirement Is early retirement allowed, if so, from which age What actuarial reduction factors are currently applied to members' pensions in the event of early retirement. If a table of factors is not available, please provide the percentage reduction applicable for each year early and whether this is compound or simple reduction. Would the member's benefits be revalued to the date of actual or normal retirement upon early retirement? If revalued to normal retirement, at what assumed rate are benefits projected to normal retirement. Benefit payable now on a full pension basis and maximum pension commencement lump sum with reduced pension basis. Tax Free Cash Member's TFC at date of leaving, would this amount revalue, if so, at what rate Does the scheme pay HMRC post ADay maximum cash? Amount of pre ADay IR maximum cash at 5/4/2006 if protected What are the scheme's current TFC commutation factors from NRA to age 55? Death Benefits Does the scheme pay a death before retirement lump sum, if so, what and how much? What pension would the member's spouse receive upon death before and after retirement What death after retirement guarantee does the scheme apply? Contracting Out Was the scheme contracted out Pre/Post 06/04/1997 If yes for Post ’97, on what basis; Reference Scheme / Protected Rights Underpin/ Mixed Benefit Transfer Value Total transfer value (CETV); showing any splits of GMP/Protected Rights Pre/Post 06/04/1997 Calculation and guarantee dates, also amount of member contributions included in the TV Scheme Information Scheme’s Normal Retirement Age Is the scheme open to all employees or are there restrictions, if so, what are they? What is the scheme’s current funding position, would deferred members’ benefits be affected in any way, if so, how? Is the scheme a member of the Transfer Club? Will the scheme allow a partial transfer of benefits? If yes please outline any restrictions that would be applied and / or provide details of the basis on which a Partial transfer would be allowed. If no please confirm. If there is more than one type/ section/ version of scheme membership, which one applies to the member Is the plan subject to an earmarking or attachment order? What date was the scheme equalised and the earliest age benefits can be taken unreduced If the transfer were to proceed would the scheme be insistent that all forms must be returned within the guarantee period, or could some discretion be used at that time Please forward copies of any Warranty/Discharge forms that would need to be completed if the client decided to transfer their benefits Thank you for your assistance in this matter.",retirements
"ABC XYZ TST12345678 Termination Hi, ABC XYZ Fin: TST12345678 has signed to leave the business on the 18th December 2020 – the documentation was sent two weeks ago. He will now be leaving on 4th December due to a change in personal circumstances. Can you please let me know if there is anything I need to amend.",retirements
ABC XYZ TST12345678 Pension Quote Hi Please can you provide me with an ETA for the below pension quotation? ABC XYZ TST12345678 Pension Quote Hi Please can I request pension figures for the following; Employee: ABC XYZ TST12345678 DOB: 01/01/1400 Retirement Date: 1st January 1400 Retirement Type: Normal Early Retirement (actuarily reduced),retirements
